title,doi
EFFECT OF AFLATOXIN B-CONTAMINATED FEED ON GOAT ERYTHROCYTE MEMBRANE CALCIUM ADENOSINE TRIPHOSPHATASE IN VITRO,https://doi.org/10.51791/njap.v27i.1981
Compatibility of <i>Leucaena leucocephala</i> biomass and cattle manure combination under rainwater harvesting on sorghum (<i>Sorghum bicolor</i> (L.) Moench) productivity in semi-arid region of Zimbabwe,https://doi.org/10.1080/01904167.2022.2092512
"Antioxidant properties of free and bound phenolic acids from bran, spent grain, and sorghum seeds",https://doi.org/10.1002/cche.10348
"Water Footprints of Vegetable Crop Wastage along the Supply Chain in Gauteng, South Africa",https://doi.org/10.3390/w10050539
GnRH at Time of Insemination of Sexed Semen Enhanced Conception Rate in Holstein Heifers,https://doi.org/10.3923/ajava.2020.60.66
Valuing the Relative Importance of Goat Farmers Trait Preferences: Implication for Designing Community Based Breeding Program,https://doi.org/10.37871/jbres1808
"Effects of large mammalian herbivory, previous fire, and year of burn on fire behavior in an African savanna",https://doi.org/10.1002/ecs2.3980
"Life cycle of the southern cattle tick, Rhipicephalus (Boophilus) microplus Canestrini 1888 (Acari: Ixodidae) under laboratory conditions",https://doi.org/10.11158/saa.23.6.12
Stimulation of growth hormone by kisspeptin antagonists in ewes,https://doi.org/10.1530/joe-18-0074
EFFECTS OF WEED CONTROL METHODS ON WEEDS AND PRODUCTIVITY OF RANGE GRASSES IN SEMI-ARID KENYA,https://doi.org/10.56369/tsaes.4494
In vitro gas fermentation kinetics of compounded diets containing varying levels of Tetrapleura tetraptera fruit meal,https://doi.org/10.21303/2504-5695.2024.003361
"Diet of a Maghreb Owl pair <i>Strix mauritanica</i> (Witherby, 1905) in an urban environment (Rabat City, Morocco)",https://doi.org/10.2989/00306525.2021.2003884
"Ovarian Weight, Follicle Count and Retrieved Oocyte Characteristics in West African Dwarf Goat Does Experimentally Infected with Trypanosoma brucei.",
Assessment of Protein Quality of Complementary Food Made from Maize (Zea mays) Supplemented with Crayfish (Euastacus spp) and Carrot (Daucus carota) Using Albino Rats,https://doi.org/10.9734/ajarr/2020/v12i330287
"Trial for use nanoselenium particle with different dietary regime in <i>Oreochromis niloticus</i> and <i>Mugil cephalus</i> polyculture ponds: Growth efficiency, haematological, antioxidant, immunity and transcriptional analysis",https://doi.org/10.1002/vms3.490
Effects of 3 Rodent Beddings on Biochemical Measures in Rats and Mice,https://doi.org/10.30802/aalas-jaalas-18-000023
Molecular characterization of foot-and-mouth disease viruses collected from Northern and Central Ethiopia during the 2018 outbreak,https://doi.org/10.14202/vetworld.2020.542-548
Estimation of soybean grain yield from multispectral high-resolution UAV data with machine learning models in West Africa,https://doi.org/10.1016/j.rsase.2022.100782
"The effect of incorporating dietary green seaweed (Ulva sp.) on growth performance, blood parameters, and carcass and meat quality characteristics of Jumbo quail",https://doi.org/10.1016/j.heliyon.2023.e19603
Growth Performance and Feed Utilization of Heterobranchus bidorsalis Fed with Flamboyant Seed Meal Substituted for Wheat Offal,https://doi.org/10.3923/ajbs.2019.842.850
"FUNGAL COMPOSITION AND PROXIMATE ANALYSIS OF POULTRY FEEDS SOLD IN BENIN CITY, NIGERIA",https://doi.org/10.52417/ajhse.v2i2.164
Integrated use of organic amendments increased mungbean (<i>Vigna radiata</i> (L.) Wilczek) yield and its components compared to inorganic fertilizers,https://doi.org/10.1002/uar2.20048
Spatio‐temporal trends of nutrients and physico‐chemical parameters on lake ecosystem and fisheries prior to onset of cage farming and re‐opening of the Mbita passage in the Nyanza Gulf of Lake Victoria,https://doi.org/10.1111/lre.12329
Elevation of Condensed Tannins in the Leaves of Ta-MYB14-1 White Clover (<i>Trifolium repens</i> L.) Outcrossed with High Anthocyanin Lines,https://doi.org/10.1021/acs.jafc.9b01185
"Study on the Major Cattle Health and Production Constraints in and Around Haramaya Town, Ethiopia",https://doi.org/10.7176/jbah/10-9-01
Why Goat Farming in Northern Communal Areas of Namibia Is not Commercialised: The Case of Ogongo Constituency,https://doi.org/10.5539/jsd.v11n6p236
Aberrant use and poor quality of trypanocides: a risk for drug resistance in south western Ethiopia,https://doi.org/10.1186/s12917-017-1327-6
Edible insect value chains in Africa,https://doi.org/10.3920/jiff2018.x005
Towards environmentally sound intensification pathways for dairy development in the Tanga region of Tanzania,https://doi.org/10.1007/s10113-020-01723-5
"Unraveling Admixture, Inbreeding, and Recent Selection Signatures in West African Indigenous Cattle Populations in Benin",https://doi.org/10.3389/fgene.2021.657282
The Application of Biomaterials in Ecological Remediation of Land Pollution: Bioremediation of Heavy Metals in Cement Contaminated Soil Using White-Rot Fungus Pleurotus sajor-caju,https://doi.org/10.21203/rs.3.rs-2459820/v1
Performance of Broilers fed On-Farm versus Commercial Feeds,https://doi.org/10.51791/njap.v36i1.1040
The misuse of antiretrovirals to boost pig and poultry productivity in Uganda and potential implications for public health,https://doi.org/10.14202/ijoh.2021.88-95
"An exploratory study on the effects of rearing system and plumage colour on performance, carcass characteristics and meat quality of local turkeys",https://doi.org/10.13130/2283-3927/10794
Genetic parameter estimates for daily predicted gross feed efficiency and its association with energy-corrected milk in South African Holstein cattle,https://doi.org/10.1007/s11250-023-03741-x
Proximate and phytochemical composition of African mahogany (&lt;i&gt;Afzelia africana&lt;/i&gt;) seed and African mesquite (&lt;i&gt;Prosopis africana&lt;/i&gt;) pod,https://doi.org/10.4314/jasem.v23i2.8
The variable prevalence of bovine tuberculosis among dairy herds in Central Ethiopia provides opportunities for targeted intervention,https://doi.org/10.1371/journal.pone.0254091
Improving nutritional status of children with Cerebral palsy: a qualitative study of caregiver experiences and community-based training in Ghana,https://doi.org/10.1002/fsn3.788
Why Goat Farming in Northern Communal Areas of Namibia Is not Commercialised: The Case of Ogongo Constituency,https://doi.org/10.5539/jsd.v11n6p236
Dietary Abomasal Impaction In Weaned Egyptian Calves,https://doi.org/10.21608/bvmj.2020.26559.1195
&lt;p&gt;Erector spinae plane block for postoperative analgesia in patients undergoing total abdominal hysterectomy: a randomized controlled study original study&lt;/p&gt;,https://doi.org/10.2147/jpr.s196501
Drought release and post-drought changes in herbaceous composition and diversity in two land uses subjected to selective bush control in a semi-arid Kalahari savanna,https://doi.org/10.2989/10220119.2023.2197624
"Gender and zoonotic pathogen exposure pathways in a resource-limited community, Mpumalanga, South Africa: A qualitative analysis",https://doi.org/10.1371/journal.pgph.0001167
"Occurrence, Morphometric, and Molecular Investigation of Cattle and Buffalo Liver Adult Fluke in Peninsular Malaysia Main Abattoirs",https://doi.org/10.1155/2020/5436846
Hyperthyroidism in Sickle Cell Anaemia,https://doi.org/10.59298/idosr/2023/10.1.7004
Association between household food security and infant feeding practices among women with children aged 6–23 months in rural Zambia,https://doi.org/10.1371/journal.pone.0292052
&lt;p&gt;Effectiveness of Action Observation Training on Upper Limb Motor Function in Children with Hemiplegic Cerebral Palsy: A Systematic Review of Randomized Controlled Trials&lt;/p&gt;,https://doi.org/10.2147/phmt.s266720
"Effect of Dietary Vitamin D3 and Ultraviolet B Light on Growth Performance, Blood Serum Parameters, Gut Histology, and Welfare Indicators of Broilers",https://doi.org/10.3389/fanim.2021.806967
"Fatty acid profile, oxidative stability of lipids and sensory attributes of water restricted Xhosa goat meat supplemented with vitamin C",https://doi.org/10.1071/an20238
The Contribution of Mobile Pastoral Herds to Soil Fertility Maintenance in Sedentary Mixed Crop-Livestock Systems at Farm and Territory Scales—Part of Mutually Reinforcing Social and Ecological Relationships Supporting Sustainability,https://doi.org/10.3389/fsufs.2021.500437
Factors affecting the adoption and effectiveness of soil and water conservation measures among small-holder rural farmers: The case of Gumara watershed,https://doi.org/10.1016/j.rcradv.2023.200159
Marketing and Production Constraints of Dairy Goat Farmers in Limpopo Province of South Africa,https://doi.org/10.18805/ajdfr.dr-151
Estimation of soybean grain yield from multispectral high-resolution UAV data with machine learning models in West Africa,https://doi.org/10.1016/j.rsase.2022.100782
Early Babesia canis transmission in dogs within 24 h and 8 h of infestation with infected pre-activated male Dermacentor reticulatus ticks,https://doi.org/10.1186/s13071-018-2637-7
Anti-diabetic effects of pomegranate extracts in long-term high fructose-fat fed rats,https://doi.org/10.1186/s40816-020-00202-y
"Effects of dietary replacement of broiler litter with<i>Melia azedarach</i>foliage on productive performance, fatty acid composition and health-related fatty acid indices in beef fats from Nguni x Brahman steers fed sugarcane tops based diets",https://doi.org/10.1101/573667
Genetic parameter estimates for daily predicted gross feed efficiency and its association with energy-corrected milk in South African Holstein cattle,https://doi.org/10.21203/rs.3.rs-2488584/v1
"Adapting peri-urban agriculture to climate change in Bulawayo, Zimbabwe: A qualitative assessment",https://doi.org/10.1080/23311886.2021.1944486
From agricultural waste to chicken feed using insect-based technology,https://doi.org/10.1186/s41936-023-00339-5
Water scarcity can be a critical limitation for the poultry industry,https://doi.org/10.1007/s11250-023-03599-z
Optimization of Production Methods for Black Soldier Fly Larvae (Hermetia illucens L.) in Burkina Faso,https://doi.org/10.3390/insects14090776
Urban and peri-urban plastic bag pollution: producers' perceptions of the impacts of plastic bag ingestion by domestic ruminants in the commune of Dori in Burkina Faso,https://doi.org/10.22161/ijeab.81.4
Grazing management and carbon sequestration in the Dry Lowland Rangelands of Southern Ethiopia,https://doi.org/10.1080/27658511.2022.2046959
Aberrant use and poor quality of trypanocides: a risk for drug resistance in south western Ethiopia,https://doi.org/10.1186/s12917-017-1327-6
Leaf-level photosynthetic capacity dynamics in relation to soil and foliar nutrients along forest–savanna boundaries in Ghana and Brazil,https://doi.org/10.1093/treephys/tpy117
Adoption of artificial insemination technology and its intensity of use in Eastern Tigray National Regional State of Ethiopia,https://doi.org/10.1186/s40066-022-00384-3
Determining and managing maize yield gaps in Rwanda,https://doi.org/10.1007/s12571-020-01059-2
Influence of short- and long-term administration of Melengestrol acetate on estrus activity and reproductive performance of nulliparous Barki ewes,https://doi.org/10.22161/ijeab/3.4.19
"The vast relevance of applications of spatial regression models has recently captured the interest of Economics and Agriculture, in the sense of better understanding the spatial behavior of the region under study, in the different forms of approaches. It is interesting to understand why some regions show greater variability than others, and why some forms of regional development are better explained. It is up to the researcher to understand, explore, and organize a series of observations, so …",https://doi.org/10.7160/aol.2023.150203
PSI-10 Effect of Chronic Melatonin Supplementation During mid to Late Gestation on Performance and Behavioral Responses of Cows Exposed to Summer Heat Stress,https://doi.org/10.1093/jas/skac247.424
The Effect of Quantitative Feed Restriction Duration on Growth Performance and Carcass Characteristics of Broiler Chickens,https://doi.org/10.4236/ojas.2021.114043
"PRODUCTIVE PERFORMANCE, DIGESTIBILITY, BLOOD PARAMETERS AND INTESTINE MICROBIOLOGY OF BROILER CHICKS AFFECTED BY PREBIOTIC, PROBIOTIC AND SYNBIOTIC ADDITION",https://doi.org/10.21608/epsj.2023.304305
"&lt;p&gt;Diet, Diabetes Status, and Personal Experiences of Individuals with Type 2 diabetes Who Self-Selected and Followed a Low Carbohydrate High Fat diet&lt;/p&gt;",https://doi.org/10.2147/dmso.s227090
Enhancing Farm Income through Boundary Plantation of Poplar (Populus deltoides): An Economic Analysis,https://doi.org/10.3390/su14148663
Potentials Distribution and Origin of Lablab [Lablab purpureus (L.) Sweet]: A Review,https://doi.org/10.18805/ag.rf-226
Realised rather than fundamental thermal niches predict site occupancy: Implications for climate change forecasting,https://doi.org/10.1111/1365-2656.13358
Four Principles of Explainable AI as Applied to Biometrics and Facial Forensic Algorithms,https://doi.org/10.48550/arxiv.2002.01014
Components of citrus pulp waste (eureka lemon and clementine) and yellow maize commonly used as livestock feed by south African farmers,https://doi.org/10.51372/bioagro353.10
"Agroforestry for Climate Change Adaptation, Resilience Enhancement and Vulnerability Attenuation in Smallholder Farming Systems in Cameroon",https://doi.org/10.30564/jasr.v5i1.4303
Legal Implications of Recurrent Mass Killings in Nigeria by Fulani Herdsmen,https://doi.org/10.15640/jlcj.v6n2a4
"Diet, ontogenetic changes and rhythm of feeding activities in Macrobrachium macrobrachion (Herklots, 1851) (Decapoda, Palaemonidae) in the waterbodies and rivers of Benin, West Africa",https://doi.org/10.1163/15685403-bja10054
"Weed species, not mulching, affect web‐building spiders and their prey in organic fruit orchards in South Africa",https://doi.org/10.1002/ecs2.3059
"Egg Yolk Fatty Acids, Blood Parameters and Some Reproductive Measurements of Japanese Quail Supplemented with Chia Seeds (Salvia hispanica L.)",https://doi.org/10.3923/ijps.2019.129.135
Effect of diets on the dairy potential of cattle in Saharan regions: case of Ghardaïa region (Algeria),
"The effect of Supplementing Fenugreek (Trigonella foenum-graecum L.) Seed Powder on Growth Performance, Carcass Characteristics and Meat Quality of Cobb 500 Broilers Reared on Conventional Ration",
TOWARDS ACHIEVING THE SUSTAINABLE DEVELOPMENT GOALS BY MICROALGAE-LIVESTOCK SYSTEMS INTEGRATION: A REVIEW,https://doi.org/10.17501/icoaf.2017.3105
Land Equivalent Ratio of Cowpea–Sorghum Relay Intercrop as Affected by Different Cattle Manure Application Rates Under Smallholder Farming System,https://doi.org/10.3389/fsufs.2021.778144
Farm scale as a driver of agricultural development in the Kenyan Rift Valley,https://doi.org/10.1016/j.agsy.2020.102943
Effect of Grazing Management and Land Cover Types on Mineral-Associated Organic Carbon and Particulate Organic Carbon in a Semi-arid Rangelands in Kenya,https://doi.org/10.21203/rs.3.rs-768864/v1
Opportunities and Challenges for Pastoral Beef Cattle Production in Ethiopia,https://doi.org/10.1155/2022/1087060
Evaluation of the Effects of Melatonin Implants on Testicular and Spermatic Parameters of Rams Raised in Station in the Niayes Zone in Senegal,https://doi.org/10.11648/j.avs.20231103.11
Novel sulphamoylated 2-methoxy estradiol derivatives inhibit breast cancer migration by disrupting microtubule turnover and organization,https://doi.org/10.1186/s12935-018-0719-4
"Molecular detection of Staphylococcus aureus enterotoxin genes isolated from mastitic milk and humans in El-Behira, Egypt",https://doi.org/10.14202/ijoh.2021.70-77
Effects of alternative crop-livestock management scenarios on selected ecosystem services in smallholder farming – a landscape perspective,https://doi.org/10.5194/bg-2022-61
Heavy Metals Contamination in Fish: Effects on Human Health,https://doi.org/10.22259/2638-5481.0204002
"Geographic distribution of boophilid ticks in communal grazing cattle in the north-eastern region of the Eastern Cape Province, South Africa",https://doi.org/10.1016/j.vprsr.2021.100538
"Land Use and Land Cover Dynamics in Central River Region of the Gambia, West Africa from 1984 to 2017",https://doi.org/10.11648/j.ajme.20190502.11
Development and evaluation of an improved maize silo to advance food security in Uganda,https://doi.org/10.1080/23311932.2020.1834666
Influence of Adding Green Synthesized Gold Nanoparticles to Tris-Extender on Sperm Characteristics of Cryopreserved Goat Semen,https://doi.org/10.21608/jappmu.2020.78854
EFFECT OF USING FENUGREEK AND ANISE SEEDS AS FEED ADDITIVES ON SOME REPRODUCTIVE PERFORMANCE OF NEW ZEALAND WHITE RABBITS,https://doi.org/10.21608/mjard.2019.226582
Savanna Biomes In Nigeria: Indicatzor Species And Plant Adaptation Strategies,https://doi.org/10.14293/s2199-1006.1.sor-.ppdxhkl.v1
Fortification of Carica papaya fruit seeds to school meal snacks may aid Africa mass deworming programs: a preliminary survey,https://doi.org/10.1186/s12906-018-2379-2
"Long term salinity disrupts the hepatic function, intestinal health, and gills antioxidative status in Nile tilapia stressed with hypoxia",https://doi.org/10.1016/j.ecoenv.2021.112412
"Stimulation Effects of Glutamic and 5-Aminolevulinic Acids On Photosynthetic Pigments, Physio-biochemical Constituents, Antioxidant Activity, and Yield of Peanut",https://doi.org/10.1007/s10343-022-00663-w
"Sugar and blood: the nutritional priorities of the dengue vector, Aedes aegypti",https://doi.org/10.1186/s13071-023-06093-5
Manufacturing of a Granular Fertilizer Based on Organic Slurry and Hardening Agent,https://doi.org/10.3390/inventions7010026
Chemical and nutritional characteristics of <i>Cannabis sativa</i> L. co‐products,https://doi.org/10.1111/jpn.13557
Additional risk factors for malnutrition in children infected with HIV,https://doi.org/10.31254/jmr.2018.4202
<i>Ficus asperifolia Miq</i>‐enriched biscuit diet protects against <scp>L</scp>‐NAME induced hyperlipidemia and hypertension in rats,https://doi.org/10.1002/fft2.101
Determining the elastography strain ratio cut off value for differentiating benign from malignant breast lesions: systematic review and meta-analysis,https://doi.org/10.1186/s40644-022-00447-5
Nutritional Composition of Duckweed (Lemna minor) Cultured with Inorganic Fertilizer and Organic manure in Earthen Ponds,https://doi.org/10.17216/limnofish.1152512
Aspirations to grow: when micro- and informal enterprises in the street food sector speak for themselves,https://doi.org/10.1186/s40497-019-0161-7
"Potential Benefits of Boswellia sacra Resin on Immunity, Metabolic Status, Udder and Uterus Health, and Milk Production in Transitioning Goats",https://doi.org/10.3390/agriculture11090900
"Biodegradation of endocrine disruptor Bisphenol A by Pseudomonas putida strain YC-AE1 isolated from polluted soil, Guangdong, China",https://doi.org/10.1186/s12866-020-1699-9
Naïve plant communities and individuals may initially suffer in the face of reintroduced megafauna: An experimental exploration of rewilding from an African savanna rangeland,https://doi.org/10.1371/journal.pone.0248855
Sperm kinetics of Egyptian buffalo bulls (Bubalus bubalis) affected by the red laser postfreezing,https://doi.org/10.5455/javar.2022.i607
"A portfolio perspective of rural livelihoods in Bushbuckridge, South Africa",https://doi.org/10.17159/sajs.2020/7522
Microscopy Underestimates the Prevalence of Trypanosomes’ Infection in Asymptomatic Cattle and Sheep in a Lowland Area within the Kenyan Rift Valley,https://doi.org/10.4236/ojvm.2019.99012
The effect of combining green iron nanoparticles and algae on the sustainability of broiler production under heat stress conditions,https://doi.org/10.3389/fvets.2024.1359213
"Enquête ethnobotanique des plantes médicinales dans le Parc national du Djurdjura et sa zone d’influence, Algérie - Ethnobotanical survey on medicinal plants in the Djurdjura National Park and its influence area, Algeria",https://doi.org/10.32859/era.20.46.1-25
Is dietary melatonin supplementation a viable adjunctive therapy for chronic periodontitis?—A randomized controlled clinical trial,https://doi.org/10.1111/jre.12619
Towards Sustainable Sources of Omega-3 Long-Chain Polyunsaturated Fatty Acids in Northern Australian Tropical Crossbred Beef Steers through Single Nucleotide Polymorphisms in Lipogenic Genes for Meat Eating Quality,https://doi.org/10.3390/su14148409
Seroprevalence of zoonotic abortive diseases and their associated risk factors in Tunisian sheep,https://doi.org/10.21203/rs.3.rs-1576874/v1
"Factors affecting sustainable animal trypanosomosis control in parts of Kaduna State, Nigeria",https://doi.org/10.4314/jae.v22i1.1
"The use of Phanerochaete chrysosporium, Trichoderma harzianum and Trichoderma viride for biogas production",https://doi.org/10.5943/sif/5/1/18
Effect of aqueous extract of cocoyam leaf (Xanthosoma sagittifolium) on growth performance of broiler chickens fed full-fat Soya bean,https://doi.org/10.51791/njap.v46i1.2491
"Determinants of Low Birth Weight Among Newborns Delivered in Silte Zone Public Health Facilities, Southern Ethiopia: A Case-Control Study",https://doi.org/10.2147/rrn.s368436
"Limitations and prospects of improving beef cattle production in the smallholder sector: a case of Limpopo Province, South Africa",https://doi.org/10.1007/s11250-018-1632-5
"Hematological and biochemical indices, growth performance, and puberty of goats fed with Mombasa and blue panic as salt-tolerant alternatives to alfalfa under arid conditions",https://doi.org/10.3389/fvets.2022.961583
"Serum nonesterified fatty acids have utility as dietary biomarkers of fat intake from fish, fish oil, and dairy in women",https://doi.org/10.1194/jlr.d120000630
"The detrimental impact of high environmental temperature on physiological response, growth, milk production, and reproductive efficiency of ruminants",https://doi.org/10.1007/s11250-023-03805-y
Comparative study of growth patterns of Kalahari Red goats and West African dwarf goats reared in Southwest Nigeria,https://doi.org/10.51791/njap.v47i5.1334
Community health workers at the dawn of a new era: 4. Programme financing,https://doi.org/10.1186/s12961-021-00751-9
"Impact of farm exclosure on woody species abundance and carbon stock in Tigray, Northern Ethiopia",https://doi.org/10.1080/23311843.2019.1656444
"Survey on indigestible foreign bodies in the rumen and reticulum of cattle slaughtered at Nekemte municipal abattoir, Nekemte, Ethiopia",https://doi.org/10.4314/evj.v22i1.2
Growth Performance of Wistar Rats Fed Graded Levels of Piper umbellatum Linn (Cow-Foot) Leaf Meal,https://doi.org/10.24018/ejfood.2022.4.5.516
"Nutritional status of in-school children and its associated factors in Denkyembour District, eastern region, Ghana: comparing schools with feeding and non-school feeding policies",https://doi.org/10.1186/s12937-018-0321-6
Biotechnological advances for climate change adaptation and mitigation in the case of goat production – A review,https://doi.org/10.21839/jaar.2018.v3i5.233
Prediction of dry matter intake and gross feed efficiency using milk production and live weight in first-parity Holstein cows,https://doi.org/10.21203/rs.3.rs-1666322/v1
Greenhouse gas emissions from cattle enclosures in semi-arid sub-Saharan Africa: The case of a rangeland in South-Central Kenya,https://doi.org/10.1016/j.agee.2024.108980
Breastfeeding and weaning practices among mothers in Ghana: A population-based cross-sectional study,https://doi.org/10.1371/journal.pone.0259442
"Facile green preparation of zinc oxide nanoparticles and its effects on in vitro feed degradation, ruminal fermentation, and total gas production.",https://doi.org/10.21608/ejchem.2022.150103.6504
Herding strategies under shifting rainfall conditions: implications for rangeland conservation and pastoralist livelihoods,https://doi.org/10.58694/20.500.12479/1538
"Indigenous browse species and goats preferences in selected districts of Gamo Gofa and Wolayta zones, Ethiopia",https://doi.org/10.5897/ijlp2019.0661
"Prevalence of stunting and its associated factors among children 6-59 months of age in Libo-Kemekem district, Northwest Ethiopia; A community based cross sectional study",https://doi.org/10.1371/journal.pone.0195361
Feeding Values of Non-Biodegraded and Biodegraded Cassava Root Sievate for Goats Using in vitro Gas Production Technique,https://doi.org/10.3923/biotech.2022.198.207
Aquaculture production in Mozambique: Approaches and practices by farmers in Gaza province,https://doi.org/10.1016/j.ejar.2020.11.004
Silver/Chitosan Nanocomposites: Preparation and Characterization and Their Fungicidal Activity against Dairy Cattle Toxicosis Penicillium expansum,https://doi.org/10.3390/jof6020051
Realization of the right to adequate food and the nutritional status of land evictees: a case for mothers/caregivers and their children in rural Central Uganda,https://doi.org/10.1186/s12914-018-0162-6
"Effect of Mineral Mix and Concentrate Feeds on Milk Revenue of Smallholder Dairy Farmers in Kapseret Sub County, Kenya",https://doi.org/10.9734/arja/2020/v13i430110
Fungal Treatment and Wheat Straw Blend for Enhanced Animal Feed from Olive Pulp,https://doi.org/10.12911/22998993/172423
"Evaluation of Desho Grass (Pennisetum Pedicellatum) Productivity under Different Fertilizer Combinations and Spacing at Gamo Gofa Zone, Ethiopia",
Ungulates as dispersal vectors of non-native plants.,https://doi.org/10.1079/9781789242171.0105
Evaluation of Nutritional Potential and Effect of Processing on Improving Nutrient Content of Cassava (<i>Mannihot esculenta crantz</i>) Root and Leaves,https://doi.org/10.1101/2022.02.04.479097
Hourly predictions of direct normal irradiation using an innovative hybrid LSTM model for concentrating solar power projects in hyper-arid regions,https://doi.org/10.1016/j.egyr.2022.10.402
"Gene expression pattern of acetyl-coA carboxylase alpha, fatty acid synthase, and stearoyl-CoA desaturase in pregnant Barki sheep under complete feed deprivation",https://doi.org/10.21608/mvmj.2019.23.202
Cretaceous origins of the vibrotactile bill-tip organ in birds,https://doi.org/10.1098/rspb.2020.2322
Halophytic Plants for Animal Feed: Associated Botanical and Nutritional Characteristics,https://doi.org/10.2174/97898150503871220101
"A Six-Months, Long Acting, One-Shot Injectable Formulation of Ivermectin as a Complementary Malaria Vector Control Tool to Target Zoophagic Anopheles: Laboratory and Model-Based Proofs of Concept",https://doi.org/10.2139/ssrn.4088191
ON-FARM ESTABLISHMENT AND PRODUCTIVITY OF GMELINA AND GLIRICIDIA AS BROWSE FOR GOATS,https://doi.org/10.51791/njap.v23i1.2146
"Land use effects on soil erodibility and hydraulic conductivity in Akure, Nigeria",https://doi.org/10.5897/ajar2017.12947
Nanoemulsification of Rice Bran Wax Policosanol Enhances Its Cardio-protective Effects via Modulation of Hepatic Peroxisome Proliferator-activated Receptor gamma in Hyperlipidemic Rats,https://doi.org/10.5650/jos.ess20098
"Rural Banditry, Regional Security and Integration in West Africa",https://doi.org/10.31014/aior.1991.02.03.107
Tribological Behavior and Analysis on Surface Roughness of CNC Milled Dual Heat Treated Al6061 Composites,https://doi.org/10.1155/2021/3844194
Protocol for the trial to establish a causal linkage between mycotoxin exposure and child stunting: a cluster randomized trial,https://doi.org/10.1186/s12889-020-08694-6
Development of reduced cost diets for the mass rearing of false codling moth (<i>Thaumatotibia leucotreta</i>),https://doi.org/10.1002/jsfa.9623
"Microbial Quality of Raw Beef and Chevon From Selected Markets in Cape Coast, Ghana",https://doi.org/10.5296/jbls.v10i1.14022
"Assessments of Grazing Land Degradation and Communities' Response in Farta Woreda, South Gondar Zone, Ethiopia",https://doi.org/10.21203/rs.3.rs-1776418/v1
Linking Up: The Role of Institutions and Farmers in Forage Seed Exchange Networks of Southeast Asia,https://doi.org/10.1007/s10745-021-00274-5
"CAUSES OF MORTALITY OF SHEEP IN IBADAN, NIGERIA: A CASE STUDY OF SHEEP AND GOAT UNIT OF IBADAN DAIRY FARM",https://doi.org/10.51791/njap.v23i2.2374
Purification of Wickerhamomyces anomalus Keratinase and Its Prospective Application in Poultry Feed Industries,https://doi.org/10.53704/fujnas.v10i1.345
Livestock detection in African rangelands: Potential of high-resolution remote sensing data,https://doi.org/10.1016/j.rsase.2024.101139
Competition between sympatric wolf taxa: an example involving African and Ethiopian wolves,https://doi.org/10.1098/rsos.172207
"Performance, blood chemistry, carcass and economic evaluation of sheep on dietary supplements of cabbage and carrot wastes",https://doi.org/10.5281/zenodo.5773476
SOCIAL AND PRIVATE PROFITABILITY OF TREE-BASED ADAPTATION OPTIONS TO CLIMATE CHANGE IN A DRYLAND AREA OF TUNISIA,https://doi.org/10.30682/nm1902f
Revegetation of marginal saline rangelands of southern Tunisia using pastoral halophytes,https://doi.org/10.2989/10220119.2020.1720293
Comparing the Efficacy of Saccharomyces and Lactobacillus Probiotics on Feeding Behavior and Milk Production of Dairy Cattle,https://doi.org/10.21608/jvmr.2022.123351.1051
Prevalence and risk factors of bovine tuberculosis in dairy cattle farms in Egypt,https://doi.org/10.33899/ijvs.2020.126850.1399
Climate change and livestock production in Sub‐Saharan Africa: Effects and transmission channels,https://doi.org/10.1002/fes3.521
"Risk factors for overweight and obesity among women of reproductive age in Dar es Salaam, Tanzania",https://doi.org/10.1186/s40795-021-00445-z
Using of mustard oil cake in safe organic aquaculture through increasing pond primary productivity,https://doi.org/10.1016/j.aqrep.2022.101073
Satellite-based modelling of potential tsetse (Glossina pallidipes) breeding and foraging sites using teneral and non-teneral fly occurrence data,https://doi.org/10.1186/s13071-021-05017-5
Participatory Evaluation and Yield Determination of Climate-smart Brachiaria Grasses for Improving Livestock Production among the Farmers in Embu and Meru Counties,https://doi.org/10.9734/ajsspn/2021/v7i130103
Towards the Raychaudhuri equation beyond general relativity,https://doi.org/10.1103/physrevd.98.024006
The perceived impact of the Covid-19 pandemic on medical student education and training – an international survey,https://doi.org/10.1186/s12909-021-02983-3
"Characterization of the production system and breeding practices of sheep producers in Tahtay Maychew District, Northern Ethiopia",https://doi.org/10.13057/tropdrylands/t050102
Chlamydia abortus in dairy cattle: Serostatus and risk factors in Algerian northeastern high plateaus,https://doi.org/10.51607/22331360.2022.71.1.61
Screening for fecal presence of colistin-resistant Escherichia coli and mcr-1 and mcr-2 genes in camel-calves in southern Tunisia,https://doi.org/10.1186/s13028-018-0389-1
Analysis of the Current and Potential Future Climate Hazards and their Impacts on Livelihoods and Adaptation Strategies in Arid and Semiarid Lands,https://doi.org/10.24203/ajafs.v7i4.5835
Using ecological observations to improve malaria control in areas where Anopheles funestus is the dominant vector,https://doi.org/10.1186/s12936-022-04198-3
Dietary vitamin-mineral premix replacement with leaf meal composites improved the growth performance of broiler chicken.,
"Urban dairy production and waste management in Oromia special zone around Finfine, Ethiopia",https://doi.org/10.5897/ijlp2020.0718
Application of solid‐state fermentation using mushrooms for the production of animal feed,https://doi.org/10.1002/jobm.202300218
"The Role of Indigenous Conflict Resolution Mechanisms in the Pastoral Community: An Implication for Social Solidarity in Somali Region, Shineli Woreda",https://doi.org/10.4236/oalib.1106122
