"","Code","DOI","Country","Site.ID","CID","C.Descrip","M.Year","Units","MeanC","Tree.Feed","Out.SubInd","PrName","TID","T.Descrip","MeanT","VarianceT"
"106","JS0176","10.1023/a:;1010642531865","Tanzania","Shinyanga","T1","LLM 0","NA","l/d/individual",6.3,"Leucaena leucocephala","Milk Yield","Feed Addition-Feed Processing","T2..T3..T4","LLM 1.2..LLM 2..LLM 2.6",11.8333333333333,NA
"107","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T1","T D 1 CON E 2","1990","g/d/individual",13.8,"Leucaena leucocephala","Weight Gain","Feed Addition","T6","T D3 E2",35.5,NA
"108","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T1","T D 1 CON E 2","1990","g/d/individual",13.8,"Sesbania sp","Weight Gain","Feed Addition","T8","T D4 E2",28.3,NA
"109","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T1","T D 1 CON E 2","1991","g/d/individual",19.9,"Leucaena leucocephala","Weight Gain","Feed Addition","T6","T D3 E2",30.5,NA
"110","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T1","T D 1 CON E 2","1991","g/d/individual",19.9,"Sesbania sp","Weight Gain","Feed Addition","T8","T D4 E2",24.5,NA
"111","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T2","T D 1 CON E1","1990","g/d/individual",6.7,"Leucaena leucocephala","Weight Gain","Feed Addition","T5","T D3 E1",16.7,NA
"112","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T2","T D 1 CON E1","1990","g/d/individual",6.7,"Sesbania sp","Weight Gain","Feed Addition","T7","T D4 E1",14.4,NA
"113","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T2","T D 1 CON E1","1991","g/d/individual",21.6,"Leucaena leucocephala","Weight Gain","Feed Addition","T5","T D3 E1",37.5,NA
"114","JS0177","10.1023/a:;1005859617603","Tanzania","Tumbi","T2","T D 1 CON E1","1991","g/d/individual",21.6,"Sesbania sp","Weight Gain","Feed Addition","T7","T D4 E1",28.3,NA
"115","JS0192","10.1016/0921-4488(90)90026-3","Tanzania","SUA Farm, Morogoro","T1","H","NA","g/d/individual",20,"Leucaena leucocephala","Weight Gain","Feed Addition","T2..T3..T4","HL1..HL2..HL3",27.3333333333333,NA
"116","JS0192","10.1016/0921-4488(90)90026-3","Tanzania","SUA Farm, Morogoro","T1","H","NA","kg/individual",13.93,"Leucaena leucocephala","Meat Yield","Feed Addition","T2..T3..T4","HL1..HL2..HL3",15.29,NA
"117","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/d/individual",0.0331,"Albizia lebbeck","Weight Gain","Feed Substitution","T1","T D1 FEMALE Albizia BC...T D1 MALE Albizia BC",0.0221,NA
"118","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/d/individual",0.0331,"Gliciridia sepium","Weight Gain","Feed Substitution","T2","T D2 FEMALE Gliricidia BC...T D2 MALE Gliricidia BC",0.0254,NA
"119","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/d/individual",0.0331,"Leucaena leucocephala","Weight Gain","Feed Substitution","T3","T D3 FEMALE Leucaena BC...T D3 MALE Leucaena BC",0.024,NA
"120","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/d/individual",0.0331,"Moringa oleifera","Weight Gain","Feed Substitution","T4","T D4 FEMALE Moringa BC...T D4 MALE Moringa BC",0.0237,NA
"121","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/individual",12.9,"Albizia lebbeck","Meat Yield","Feed Substitution","T1","T D1 FEMALE Albizia BC...T D1 MALE Albizia BC",11.8,NA
"122","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/individual",12.9,"Gliciridia sepium","Meat Yield","Feed Substitution","T2","T D2 FEMALE Gliricidia BC...T D2 MALE Gliricidia BC",12.1,NA
"123","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/individual",12.9,"Leucaena leucocephala","Meat Yield","Feed Substitution","T3","T D3 FEMALE Leucaena BC...T D3 MALE Leucaena BC",12,NA
"124","JS0196","10.1007/s10457-005-2648-1","Tanzania","SUA Farm, Morogoro","T5","T D5 FEMALE CSC Con...T D5 MALE CSC Con","NA","kg/individual",12.9,"Moringa oleifera","Meat Yield","Feed Substitution","T4","T D4 FEMALE Moringa BC...T D4 MALE Moringa BC",11.9,NA
"125","JS0197","10.1016/s0377-8401(98)00139-4","Tanzania","Magadu Research Farm, University of Sokoine","T1","R1 0DLL","NA","g/d/individual",36.44,"Leucaena leucocephala","Weight Gain","Feed Substitution","T2..T3..T4","R2 15DLL..R3 30DLL..R4 45DLL",40.23,NA
"126","JS0197","10.1016/s0377-8401(98)00139-4","Tanzania","Magadu Research Farm, University of Sokoine","T1","R1 0DLL","NA","kg/individual",15,"Leucaena leucocephala","Meat Yield","Feed Substitution","T2..T3..T4","R2 15DLL..R3 30DLL..R4 45DLL",15.2366666666667,NA
"127","JS0205","10.1007/s10457-005-0503-z","Tanzania","ICRAF, Meatu","T1","Hay Con","1997","kg/d/individual",-0.3,"Leucaena leucocephala","Weight Gain","Feed Addition-Feed Processing","T2..T3..T4","Leucaena LLM 1..Leucaena LLM 2..Leucaena LLM 3",0.14,NA
"128","JS0205","10.1007/s10457-005-0503-z","Tanzania","ICRAF, Meatu","T1","Hay Con","1997","kg/individual",160,"Leucaena leucocephala","Meat Yield","Feed Addition-Feed Processing","T2..T3..T4","Leucaena LLM 1..Leucaena LLM 2..Leucaena LLM 3",160.666666666667,NA
"129","JS0206","10.1016/j.smallrumres.2006.02.008","Tanzania","ICRAF, Meatu","T1","T1 NPH","2003","g/d/individual",-71.4,"Acacia polyacantha","Weight Gain","Feed Addition-Feed Processing","T3","T3 PLM",42.9,NA
"130","JS0206","10.1016/j.smallrumres.2006.02.008","Tanzania","ICRAF, Meatu","T1","T1 NPH","2003","g/d/individual",-71.4,"Leucaena leucocephala","Weight Gain","Feed Addition-Feed Processing","T4","T4 LLM",157.1,NA
"131","JS0206","10.1016/j.smallrumres.2006.02.008","Tanzania","ICRAF, Meatu","T1","T1 NPH","2003","g/d/individual",-71.4,"Vachellia nilotica","Weight Gain","Feed Addition-Feed Processing","T2","T2 NLM",114.3,NA
"132","JS0206","10.1016/j.smallrumres.2006.02.008","Tanzania","ICRAF, Meatu","T1","T1 NPH","2003","kg/individual",13.9,"Acacia polyacantha","Meat Yield","Feed Addition-Feed Processing","T3","T3 PLM",15,NA
"133","JS0206","10.1016/j.smallrumres.2006.02.008","Tanzania","ICRAF, Meatu","T1","T1 NPH","2003","kg/individual",13.9,"Leucaena leucocephala","Meat Yield","Feed Addition-Feed Processing","T4","T4 LLM",15.9,NA
"134","JS0206","10.1016/j.smallrumres.2006.02.008","Tanzania","ICRAF, Meatu","T1","T1 NPH","2003","kg/individual",13.9,"Vachellia nilotica","Meat Yield","Feed Addition-Feed Processing","T2","T2 NLM",15.2,NA
"135","JS0211","https://link.springer.com/content/pdf/10.1023/A:1021396629613.pdf?pdf=button%20sticky","Tanzania","SUA Farm, Morogoro","T1","T1 0% MOOL","NA","g/d/individual",12.9,"Moringa oleifera","Weight Gain","Feed Substitution","T2..T3..T4","T2 9% MOOL..T3 27% MOOL..T4 36% MOOL",14.9,NA
"136","JS0211","https://link.springer.com/content/pdf/10.1023/A:1021396629613.pdf?pdf=button%20sticky","Tanzania","SUA Farm, Morogoro","T1","T1 0% MOOL","NA","kg/individual",10.1,"Moringa oleifera","Meat Yield","Feed Substitution","T2..T3..T4","T2 9% MOOL..T3 27% MOOL..T4 36% MOOL",10.9666666666667,NA
"137","JS0213.1","https://www.researchgate.net/publication/286951563_Comparison_of_water_melon_Citrullus_vulgaris-seed_meal_Acacia_tortilis_pods_and_sunflower-seed_cake_supplements_in_central_Tanzania_2_Effect_on_hay_intake_and_milk_yield_and_composition_of_Mpwapwa_cow","Tanzania","LPRI Mpwapwa","T2","T D1 Control","NA","kg/d/individual",4.59,"Vachellia tortilis","Milk Yield","Feed Addition","T3","T D3 Acacia tortilis",5.24,NA
"138","JS0214","10.1023/a:;1025454425048","Tanzania","SUA Farm, Morogoro (Dairy)","T1","T D1 CSC Con","NA","kg/d/individual",9.46,"Gliciridia sepium","Milk Yield","Feed Substitution","T2..T3..T4","T D2 Gliricidia S 1..T D3 Gliricidia S 2..T D4 Gliricidia S 3",8.93666666666667,NA
"139","JS0230","10.1023/a:;1005203806867","Botswana","BCA Sebele Content Farm, Gaborone","T1","T D1 Con Lucerne","1997","g/d/individual",78,"Combretum apiculatum","Weight Gain","Feed Substitution","T2","T D2 C. apiculatum",77,NA
"140","JS0230","10.1023/a:;1005203806867","Botswana","BCA Sebele Content Farm, Gaborone","T1","T D1 Con Lucerne","1997","g/d/individual",78,"Euclea schimperi","Weight Gain","Feed Substitution","T4","T D4 E.schimperi",67,NA
"141","JS0230","10.1023/a:;1005203806867","Botswana","BCA Sebele Content Farm, Gaborone","T1","T D1 Con Lucerne","1997","g/d/individual",78,"Terminalia sericea","Weight Gain","Feed Substitution","T3","T D3 T. serecia",64,NA
"142","JS0230","10.1023/a:;1005203806867","Botswana","BCA Sebele Content Farm, Gaborone","T1","T D1 Con Lucerne","1997","kg/individual",24.8,"Combretum apiculatum","Meat Yield","Feed Substitution","T2","T D2 C. apiculatum",24.7,NA
"143","JS0230","10.1023/a:;1005203806867","Botswana","BCA Sebele Content Farm, Gaborone","T1","T D1 Con Lucerne","1997","kg/individual",24.8,"Euclea schimperi","Meat Yield","Feed Substitution","T4","T D4 E.schimperi",23.9,NA
"144","JS0230","10.1023/a:;1005203806867","Botswana","BCA Sebele Content Farm, Gaborone","T1","T D1 Con Lucerne","1997","kg/individual",24.8,"Terminalia sericea","Meat Yield","Feed Substitution","T3","T D3 T. serecia",23.6,NA
"145","JS0269.1","10.2307/4002969","Ethiopia","Debre Zeit","T1","D1 Native Hay","1987","g/d/individual",31,"Acacia brevispica","Weight Gain","Feed Addition","T4","D4  A. brevispica Leaves",53,NA
"146","JS0269.1","10.2307/4002969","Ethiopia","Debre Zeit","T1","D1 Native Hay","1987","g/d/individual",31,"Vachellia tortilis","Weight Gain","Feed Addition","T5","D5 A. tortilis Fruits",53,NA
"147","JS0269.2","10.2307/4002969","Ethiopia","Demballa Wachu","T1","T1 Grazing","1988","g/d/individual",81,"Acacia brevispica","Weight Gain","Feed Addition","T4","T4 A.brevispica Leaves.",117,NA
"148","JS0271","10.1016/S0301-6226(00)00154-8","Ethiopia","ILRI, Debre Zeit","T1","Con","NA","kg/d/individual",2e-04,"Leucaena leucocephala","Weight Gain","Feed Addition","T2..T3..T4","Leucaena 1..Leucaena 2..Leucaena 3",0.0627666666666667,NA
"149","JS0271","10.1016/S0301-6226(00)00154-8","Ethiopia","ILRI, Debre Zeit","T1","Con","NA","kg/individual",16.8,"Leucaena leucocephala","Meat Yield","Feed Addition","T2..T3..T4","Leucaena 1..Leucaena 2..Leucaena 3",29.7,NA
"150","JS0276","10.1007/s11250-011-9927-9","Ethiopia","Hawassa University, Hawassa","T1","T D1 Con","NA","g/d/individual",-13.3,"Moringa stenopetala","Weight Gain","Feed Addition","T2..T4","T D2 Moringa1..T D4 Moringa3",75.15,NA
"151","JS0276","10.1007/s11250-011-9927-9","Ethiopia","Hawassa University, Hawassa","T1","T D1 Con","NA","kg/individual",12.7,"Moringa stenopetala","Meat Yield","Feed Addition","T2..T3..T4","T D2 Moringa1..T D3 Moringa2..T D4 Moringa3",20.2,NA
"152","JS0289.1","10.1016/s0301-6226(97)00152-8","Ethiopia","ILRI, Debre Zeit","T1","Teff + 150 g Wheat Bran","NA","g/d/individual",19.9,"Leucaena pallida","Weight Gain","Feed Substitution","T2..T4","Teff + 200 g L. pallida..Teff + 400 g L. pallida",30,NA
"153","JS0289.1","10.1016/s0301-6226(97)00152-8","Ethiopia","ILRI, Debre Zeit","T1","Teff + 150 g Wheat Bran","NA","g/d/individual",19.9,"Sesbania sesban","Weight Gain","Feed Substitution","T3..T5","Teff + 200g S. Sesban..Teff + 400 g S. Sesban",21.35,NA
"154","JS0289.2","10.1016/s0301-6226(97)00152-8","Ethiopia","ILRI, Debre Zeit","T1","Teff + 150 g Wheat Bran","NA","g/d/individual",4.9,"Leucaena pallida","Weight Gain","Feed Substitution","T2..T4","Teff + 200 g L. pallida..Teff + 400 g L. pallida",22,NA
"155","JS0289.2","10.1016/s0301-6226(97)00152-8","Ethiopia","ILRI, Debre Zeit","T1","Teff + 150 g Wheat Bran","NA","g/d/individual",4.9,"Sesbania sesban","Weight Gain","Feed Substitution","T3..T5","Teff + 200g S. Sesban..Teff + 400 g S. Sesban",-0.65,NA
"156","JS0290","10.1023/a:;1005952801489","Ethiopia","Debre Zeit","T1","T D1 Con","NA","g/d/individual",-17.5,"Chamaecytisus palmensis","Weight Gain","Feed Addition","T5","T D3 Tagasaste",36.4,NA
"157","JS0290","10.1023/a:;1005952801489","Ethiopia","Debre Zeit","T1","T D1 Con","NA","g/d/individual",-17.5,"Leucaena leucocephala","Weight Gain","Feed Addition","T6","T D4 Leucaena",43.8,NA
"158","JS0290","10.1023/a:;1005952801489","Ethiopia","Debre Zeit","T1","T D1 Con","NA","g/d/individual",-17.5,"Sesbania goetzei","Weight Gain","Feed Addition","T3","T D11 Goetzei",31.3,NA
"159","JS0290","10.1023/a:;1005952801489","Ethiopia","Debre Zeit","T1","T D1 Con","NA","g/d/individual",-17.5,"Sesbania sesban","Weight Gain","Feed Addition","T7..T8..T9..T10..T11..T2","T D5 Sesban1..T D6 Sesban2..T D7 Sesban3..T D8 Sesban4..T D9 Sesban5..T D10 Sesban6",34.9,NA
"160","JS0291","10.1016/s0377-8401(97)00159-4","Ethiopia","ILRI, Debre Zeit","T1","Con Teff","NA","kg/d/individual",-0.0244,"Chamaecytisus palmensis","Weight Gain","Feed Addition","T10..T11..T12..T13","Palmensis 1..Palmensis 2..Palmensis 3..Palmensis 4",0.02195,NA
"161","JS0291","10.1016/s0377-8401(97)00159-4","Ethiopia","ILRI, Debre Zeit","T1","Con Teff","NA","kg/d/individual",-0.0244,"Leucaena leucocephala","Weight Gain","Feed Addition","T2..T3..T4..T5","Leucocephala 1..Leucocephala 2..Leucocephala 3..Leucocephala 4",0.0344,NA
"162","JS0291","10.1016/s0377-8401(97)00159-4","Ethiopia","ILRI, Debre Zeit","T1","Con Teff","NA","kg/d/individual",-0.0244,"Leucaena pallida","Weight Gain","Feed Addition","T6..T7..T8..T9","Pallida 1..Pallida 2..Pallida 3..Pallida 4",0.043225,NA
"163","JS0291","10.1016/s0377-8401(97)00159-4","Ethiopia","ILRI, Debre Zeit","T1","Con Teff","NA","kg/d/individual",-0.0244,"Sesbania sesban","Weight Gain","Feed Addition","T14..T15..T16..T17","Sesban 1..Sesban 2..Sesban 3..Sesban 4",0.02995,NA
"164","JS0293","10.1007/s11250-014-0725-z","Ethiopia","Haramaya University","T4","D4 0% FSF","NA","g/d/individual",251.1,NA,"Weight Gain","Feed Substitution","T1..T2..T3","D1 100% FSF..D2 67% FSF..D3 33% FSF",235.566666666667,NA
"165","JS0293","10.1007/s11250-014-0725-z","Ethiopia","Haramaya University","T4","D4 0% FSF","NA","kg/individual",50.8,NA,"Meat Yield","Feed Substitution","T1..T2..T3","D1 100% FSF..D2 67% FSF..D3 33% FSF",48,NA
"166","JS0301","10.1186/s40066-018-0182-4","Ethiopia","Zenzelma Campus, Bahir Dar University","T1","T1 No FTL","NA","g/d/individual",67.5,"Ficus thonningii","Weight Gain","Feed Substitution","T2..T3..T4..T5","T2 25% FTL..T3 50% FTL..T4 75% FTL..T5 100% FTL",57.295,NA
"167","JS0301","10.1186/s40066-018-0182-4","Ethiopia","Zenzelma Campus, Bahir Dar University","T1","T1 No FTL","NA","kg/individual",22.8,"Ficus thonningii","Meat Yield","Feed Substitution","T2..T3..T4..T5","T2 25% FTL..T3 50% FTL..T4 75% FTL..T5 100% FTL",21.74,NA
"168","JS0311","10.1007/s11250-012-0327-6","Cameroon","IRAD, Mankon","T1","T D1 Con","NA","g/d/individual",-6,"Leucaena leucocephala","Weight Gain","Feed Addition","T3","T D3 Leucophala",31,NA
"169","JS0311","10.1007/s11250-012-0327-6","Cameroon","IRAD, Mankon","T1","T D1 Con","NA","kg/individual",16.1,"Leucaena leucocephala","Meat Yield","Feed Addition","T3","T D3 Leucophala",19.4,NA
"170","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","g/kg/individual",433,"Acacia saligna","Meat Yield","Feed Processing-Feed Substitution","T1","Acacia AC15",402,NA
"171","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","g/kg/individual",433,"Acacia saligna;Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T2","Atriplex and Acacia TC30",440,NA
"172","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","g/kg/individual",433,"Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T3","Atriplex AT15",413,NA
"173","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/d/individual",0.1492,"Acacia saligna","Weight Gain","Feed Processing-Feed Substitution","T1","Acacia AC15",0.1636,NA
"174","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/d/individual",0.1492,"Acacia saligna;Atriplex nummularia","Weight Gain","Feed Processing-Feed Substitution","T2","Atriplex and Acacia TC30",0.1274,NA
"175","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/d/individual",0.1492,"Atriplex nummularia","Weight Gain","Feed Processing-Feed Substitution","T3","Atriplex AT15",0.1806,NA
"176","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",15.9,"Acacia saligna","Meat Yield","Feed Processing-Feed Substitution","T1","Acacia AC15",15,NA
"177","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",15.9,"Acacia saligna;Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T2","Atriplex and Acacia TC30",15.8,NA
"178","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",15.9,"Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T3","Atriplex AT15",16.1,NA
"179","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",36.6,"Acacia saligna","Meat Yield","Feed Processing-Feed Substitution","T1","Acacia AC15",37.3,NA
"180","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",36.6,"Acacia saligna;Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T2","Atriplex and Acacia TC30",35.8,NA
"181","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",36.6,"Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T3","Atriplex AT15",39,NA
"182","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",36.7,"Acacia saligna","Meat Yield","Feed Processing-Feed Substitution","T1","Acacia AC15",37.3,NA
"183","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",36.7,"Acacia saligna;Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T2","Atriplex and Acacia TC30",35.8,NA
"184","JS0314","10.1016/j.smallrumres.2015.05.004","Egypt","New Borg El-Arab City","T4","Con Berseem","NA","kg/individual",36.7,"Atriplex nummularia","Meat Yield","Feed Processing-Feed Substitution","T3","Atriplex AT15",39,NA
"185","JS0316","10.1007/s11250-013-0413-4","Ethiopia","ATVET College, Dilla","T1","Con Hay Bundle1","NA","kg/d/individual",0.0362,"Sesbania sesban","Weight Gain","Feed Addition","T4","Sesban Bundle1",0.074,NA
"186","JS0316","10.1007/s11250-013-0413-4","Ethiopia","ATVET College, Dilla","T1","Con Hay Bundle1","NA","kg/individual",22.8,"Sesbania sesban","Meat Yield","Feed Addition","T4","Sesban Bundle1",26.9,NA
"187","JS0316","10.1007/s11250-013-0413-4","Ethiopia","ATVET College, Dilla","T2","Con Mix Bundle2","NA","kg/d/individual",0.0995,"Sesbania sesban","Weight Gain","Feed Substitution","T5..T6..T7","Sesbania 1 Bundle2..Sesbania 2 Bundle2..Sesbania 3 Bundle2",0.0835333333333333,NA
"188","JS0316","10.1007/s11250-013-0413-4","Ethiopia","ATVET College, Dilla","T2","Con Mix Bundle2","NA","kg/individual",27.9,"Sesbania sesban","Meat Yield","Feed Substitution","T5..T6..T7","Sesbania 1 Bundle2..Sesbania 2 Bundle2..Sesbania 3 Bundle2",26.9666666666667,NA
"189","JS0324.1","10.1016/j.livprodsci.2003.07.010","Tanzania","LPRI Mpwapwa","T3","T D3 Con","NA","kg/d/individual",5.4,"Vachellia tortilis","Milk Yield","Feed Substitution","T1..T2","T D1 Acacia1..T D2 Acacis2",5.8,NA
"190","JS0324.2","10.1016/j.livprodsci.2003.07.010","Tanzania","LPRI Mpwapwa","T3","T D2 Con B2","NA","kg/d/individual",5.5,"Faidherbia albida","Milk Yield","Feed Processing-Feed Substitution","T2","T D1 F.albida 3 B2",5.1,NA
"191","JS0324.2","10.1016/j.livprodsci.2003.07.010","Tanzania","LPRI Mpwapwa","T5","T D3 Con B1","NA","kg/d/individual",5.5,"Faidherbia albida","Milk Yield","Feed Processing-Feed Substitution","T1..T4","T D1 F.albida 1 B1..T D2 F.albida 2 B1",5.55,NA
"192","JS0343","10.1016/j.anifeedsci.2013.05.014","Nigeria","FCWM Teaching and Research Farm, New-Bussa","T1","T D1 Gamba grass","NA","g/d/individual",24,"Pterocarpus erinaceus","Weight Gain","Feed Substitution","T2..T3..T4..T5","T D2 PE1..T D3 PE2..T D4 PE3..T D5 PE4",51.5,NA
"193","JS0343","10.1016/j.anifeedsci.2013.05.014","Nigeria","FCWM Teaching and Research Farm, New-Bussa","T1","T D1 Gamba grass","NA","kg/individual",9.5,"Pterocarpus erinaceus","Meat Yield","Feed Substitution","T2..T3..T4..T5","T D2 PE1..T D3 PE2..T D4 PE3..T D5 PE4",11.8,NA
"194","JS0371","10.1007/s11250-015-0897-1","Senegal","ENSA, Thies","T1","T1 Control","2012.2013","g/d/individual",4,"Jatropha curcas","Weight Gain","Feed Substitution","T2..T3..T4","T2 Jatropha 4..T3 Jatropha 8..T4 Jatropha 12",-61.2,NA
"195","JS0419","10.1016/S0921-4488(03)00186-X","Tunisia","OEP Experimental Farm, Jebibina","T1","T1 BS Con Bundle1","1996","kg/d/individual",0.108,"Atriplex nummularia","Weight Gain","Feed Substitution","T4","T2 BA Bundle1",0.059,NA
"196","JS0419","10.1016/S0921-4488(03)00186-X","Tunisia","OEP Experimental Farm, Jebibina","T2","T1 BS Con Bundle2","1996","kg/d/individual",0.108,"Opuntia ficus indica","Weight Gain","Feed Substitution","T6","T3 CS Bundle2",0.119,NA
"197","JS0419","10.1016/S0921-4488(03)00186-X","Tunisia","OEP Experimental Farm, Jebibina","T3","T1 BS Con Bundle3","1996","kg/d/individual",0.108,"Atriplex nummularia;Opuntia ficus indica","Weight Gain","Feed Substitution","T8","T4 CA Bundle3",0.081,NA
"198","JS0419","10.1016/S0921-4488(03)00186-X","Tunisia","OEP Experimental Farm, Jebibina","T5","T2 BA Con  Bundle4","1996","kg/d/individual",0.059,"Atriplex nummularia;Opuntia ficus indica","Weight Gain","Feed Substitution","T9","T4 CA Bundle4",0.081,NA
"199","JS0419","10.1016/S0921-4488(03)00186-X","Tunisia","OEP Experimental Farm, Jebibina","T7","T3 CS Con Bundle5","1996","kg/d/individual",0.119,"Atriplex nummularia;Opuntia ficus indica","Weight Gain","Feed Substitution","T10","T4 CA Bundle5",0.081,NA
"200","LM0024.1","10.1016/j.smallrumres.2005.05.023","Cameroon","Animal Experimental Farm, Dschang University","T1","T Con Above 16","2002","kg/individual",20.6,"Calliandra calothyrsus;Leucaena leucocephala","Meat Yield","Feed Addition","T3","T S Above 16",21.8,NA
"201","LM0024.1","10.1016/j.smallrumres.2005.05.023","Cameroon","Animal Experimental Farm, Dschang University","T1","T Con Above 16","2003","kg/individual",23,"Calliandra calothyrsus;Leucaena leucocephala","Meat Yield","Feed Addition","T3","T S Above 16",24.7,NA
"202","LM0024.1","10.1016/j.smallrumres.2005.05.023","Cameroon","Animal Experimental Farm, Dschang University","T2","T Con below 16","2002","kg/individual",16.6,"Calliandra calothyrsus;Leucaena leucocephala","Meat Yield","Feed Addition","T4","T S below 16",17.4,NA
"203","LM0024.1","10.1016/j.smallrumres.2005.05.023","Cameroon","Animal Experimental Farm, Dschang University","T2","T Con below 16","2003","kg/individual",21.3,"Calliandra calothyrsus;Leucaena leucocephala","Meat Yield","Feed Addition","T4","T S below 16",21.7,NA
"204","LM0024.2","10.1016/j.smallrumres.2005.02.011","Cameroon","Animal Experimental Farm, Dschang University","T1","T1","NA","g/d/individual",184.927,"Calliandra calothyrsus;Leucaena leucocephala","Milk Yield","Feed Addition","T2","T2",361.175,NA
"205","LM0024.2","10.1016/j.smallrumres.2005.02.011","Cameroon","Animal Experimental Farm, Dschang University","T1","T1","NA","g/d/individual",327.247,"Calliandra calothyrsus;Leucaena leucocephala","Milk Yield","Feed Addition","T2","T2",423.283,NA
"206","LM0104","10.1007/bf02236887","Nigeria","UNIMAID Research Farm","T1","0% A. sieberiana","NA","g/d/individual",111,"Vachellia sieberiana","Weight Gain","Feed Substitution","T2..T3..T4..T5","15% A. sieberiana..30% A. sieberiana..45% A. sieberiana..60% A. sieberiana",138.25,NA
"207","LM0150","10.1017/S1357729800015265","Kenya","KARI Mtwapa","T1","T1 Control Diet 0 Gliricidia","1993","g/d/individual",306,"Gliciridia sepium","Weight Gain","Feed Addition","T3..T5..T7..T9","T2 7.5 g Gliricidia..T3 15 g Gliricidia..T4 22.5 g Gliricidia..T5 30 g Gliricidia",409,NA
"208","LM0150","10.1017/S1357729800015265","Kenya","KARI Mtwapa","T2","T1 Control Diet 0 Leucaena","NA","g/d/individual",538,"Leucaena leucocephala","Weight Gain","Feed Addition","T4..T6..T8..T10","T2 7.5 g Leucaena..T3 15 g Leucaena..T4 22.5 g Leucaena..T5 30 g Leucaena",767.25,NA
"209","LM0151.1","10.1016/s0301-6226(97)00018-3","Kenya","KARI Mtwapa","T5","Stover Con","NA","kg/d/individual",0.203,"Gliciridia sepium","Weight Gain","Feed Addition","T1..T2..T3..T4","Gliricidia1..Gliricidia2..Gliricidia3..Gliricidia4",0.3345,NA
